,AAPL,AMZN,GOOGL,MSFT
2018-11-29,42.8722,83.4774,54.5931,104.4115
2018-11-30,42.6406,84.3055,55.3447,105.0748
2018-12-03,44.1306,88.4051,55.6794,106.2118
2018-12-04,42.1893,83.2196,52.9916,102.829
2018-12-06,41.719,84.7554,53.7702,103.4639
2018-12-07,40.2314,81.2608,52.1991,99.3231
2018-12-10,40.4964,81.8544,52.5282,101.9478
2018-12-11,40.2648,81.9646,52.9507,102.8954
2018-12-12,40.377,82.9772,53.5532,103.3597
2018-12-13,40.8188,82.7198,53.5437,103.7103
2018-12-14,39.5127,79.4043,52.4549,100.4696
2018-12-17,39.1449,75.8628,51.1552,97.4943
2018-12-18,39.6535,77.3876,52.041,98.5176
2018-12-19,38.4167,74.5744,51.6444,98.2523
2018-12-20,37.4472,72.866,51.0519,96.1867
2018-12-21,35.9907,68.707,49.4394,93.0787
2018-12-24,35.0595,67.0365,49.1113,89.1937
2018-12-26,37.5284,73.3683,52.2624,95.2865
2018-12-27,37.2849,72.9064,52.5143,95.874
2018-12-28,37.304,73.7234,52.2041,95.1254
2018-12-31,37.6645,74.9181,52.1183,96.2435
2019-01-02,37.7075,76.7716,52.6031,95.8171
2019-01-03,33.9516,74.8338,51.1462,92.2922
2019-01-04,35.4009,78.5802,53.7697,96.5846
2019-01-07,35.3221,81.2797,53.6624,96.7078
2019-01-08,35.9955,82.63,54.1337,97.409
2019-01-09,36.6068,82.7716,53.9482,98.8019
2019-01-10,36.7238,82.612,53.8076,98.1671
2019-01-11,36.3632,81.8309,53.0913,97.409
2019-01-14,35.8164,80.6662,52.445,96.6983
2019-01-15,36.5495,83.5268,54.1906,99.5031
2019-01-16,36.996,83.9867,54.3402,99.8537
2019-01-17,37.2156,84.4576,54.8195,100.5549
2019-01-18,37.4449,84.6062,55.2275,102.0615
2019-01-22,36.6044,81.4124,53.7976,100.138
2019-01-23,36.7524,81.804,54.0859,101.114
2019-01-24,36.4611,82.5477,54.0654,100.6307
2019-01-25,37.6693,83.3278,54.9387,101.5498
2019-01-28,37.3207,81.6977,53.8589,99.5694
2019-01-29,36.9339,79.5025,53.3701,97.5417
2019-01-30,39.4577,83.3208,54.7632,100.8013
2019-01-31,39.7419,85.73,56.1547,98.9535
2019-02-01,39.761,81.1161,55.7921,97.3901
2019-02-04,40.8904,81.4693,56.9293,100.1948
2019-02-05,41.59,82.7412,57.4505,101.5972
2019-02-06,41.6043,81.8159,56.0051,100.4696
2019-02-07,40.8164,80.5246,55.1582,99.7495
2019-02-08,40.8641,79.2202,54.9821,100.1285
2019-02-11,40.6291,79.3589,54.9692,99.7305
2019-02-12,40.9792,81.7037,56.239,101.2845
2019-02-13,40.809,81.803,56.2914,101.2087
2019-02-14,40.9577,80.9376,56.3198,101.294
2019-02-15,40.8665,80.2043,55.8425,102.5448
2019-02-19,40.9888,81.1835,56.1856,102.4974
2019-02-20,41.2526,80.9101,55.8904,101.9668
2019-02-21,41.02,80.7774,55.0734,104.1174
2019-02-22,41.478,81.382,55.6894,105.602
2019-02-25,41.7802,81.4538,55.7278,106.192
2019-02-26,41.8041,81.6234,55.9612,106.9247
2019-02-27,41.9336,81.8573,56.0051,106.7439
2019-02-28,41.5212,81.7945,56.1876,106.6107
2019-03-01,41.9576,83.3857,57.2834,107.0865
2019-03-04,42.1686,84.6047,57.5278,106.8296
2019-03-05,42.0919,84.4182,58.3143,106.2967
2019-03-06,41.8497,83.247,58.1024,106.3442
2019-03-07,41.3653,81.1022,57.3996,105.05
2019-03-08,41.4636,80.8453,57.3557,105.1642
2019-03-11,42.9,83.3303,58.8166,107.372
2019-03-12,43.382,83.454,59.7139,108.1238
2019-03-13,43.5739,84.3374,59.8041,108.9612
2019-03-14,44.0583,84.1084,59.4784,109.0469
2019-03-15,44.6314,85.4123,59.3672,110.303
2019-03-18,45.087,86.8982,59.2799,111.8827
2019-03-19,44.7297,87.8808,59.9737,111.9588
2019-03-20,45.1206,89.6476,61.1692,111.8351
2019-03-21,46.7824,90.7444,61.653,114.4045
2019-03-22,45.8136,88.0265,60.2326,111.3879
2019-03-25,45.2596,88.4999,59.7203,111.9684
2019-03-26,44.792,88.9737,59.3443,112.2063
2019-03-27,45.1949,88.0729,58.7542,111.1214
2019-03-28,45.2549,88.458,58.468,111.2737
2019-03-29,45.5498,88.8236,58.6984,112.2348
2019-04-01,45.8591,90.4916,59.8001,113.2626
2019-04-02,46.5258,90.4811,60.1273,113.4243
2019-04-03,46.8447,90.8163,60.3902,114.1666
2019-04-04,46.9263,90.7245,60.8211,113.5861
2019-04-05,47.2404,91.6433,60.4221,114.0905
2019-04-08,47.9838,92.2708,60.264,114.1285
2019-04-09,47.8399,91.5715,59.9852,113.51
2019-04-10,48.1085,92.1446,60.1727,114.376
2019-04-11,47.708,91.982,60.3293,114.5092
2019-04-12,47.6888,91.9316,60.9847,115.0992
2019-04-15,47.7751,92.0219,61.1742,115.1944
2019-04-16,47.7799,92.9282,61.4426,114.9279
2019-04-17,48.7104,93.017,61.853,115.8795
2019-04-18,48.8854,92.8608,61.9194,117.4021
2019-04-22,49.0461,94.1388,62.5323,117.7733
2019-04-23,49.7535,95.9574,63.3718,119.372
2019-04-24,49.6767,94.859,62.8461,118.9628
2019-04-25,49.2259,94.884,63.2097,122.9025
2019-04-26,48.9909,97.2972,63.7124,123.6067
2019-04-29,49.0653,96.6886,64.6491,123.4925
2019-04-30,48.1205,96.0946,59.7991,124.2824
2019-05-01,50.4825,95.3464,58.5203,121.694
2019-05-02,50.1539,94.8126,58.1807,120.1048
2019-05-03,50.7774,97.8872,59.3298,122.6646
2019-05-06,49.9933,97.2932,59.5248,121.9509
2019-05-07,48.6456,95.8192,58.7966,119.4481
2019-05-08,48.6552,95.6581,58.3936,119.4386
2019-05-09,48.1324,94.7653,58.2535,119.4291
2019-05-10,47.4682,94.2719,58.237,120.9803
2019-05-13,44.7094,90.915,56.6884,117.3831
2019-05-14,45.4171,91.7849,56.1033,118.6964
2019-05-15,45.9612,93.3327,58.3946,120.3617
2019-05-16,45.759,95.1493,59.0779,123.141
2019-05-17,45.499,93.2255,58.2939,122.3197
2019-05-20,44.0762,92.7252,57.0909,120.5527
2019-05-21,44.9212,92.6528,57.5787,121.2022
2019-05-22,44.0016,92.7606,57.649,121.9376
2019-05-23,43.2505,90.5559,57.1248,120.5145
2019-05-24,43.0844,90.945,56.7891,120.5718
2019-05-28,42.9063,91.6009,56.8365,120.4954
2019-05-29,42.7016,90.741,55.858,119.3302
2019-05-30,42.9231,90.5978,55.9313,120.0847
2019-05-31,42.1455,88.5403,55.1876,118.1268
2019-06-03,41.7194,84.4311,51.808,114.4592
2019-06-04,43.2457,86.2702,52.5936,117.6301
2019-06-05,43.9438,86.7161,52.1023,120.1802
2019-06-06,44.589,87.5072,52.2579,122.0809
2019-06-07,45.7758,89.9848,53.2859,125.5001
2019-06-10,46.3608,92.808,54.0036,126.6463
2019-06-11,46.8977,92.9611,53.9178,126.1687
2019-06-12,46.7484,92.5431,53.821,125.5861
2019-06-13,46.7388,93.2903,54.415,126.3788
2019-06-14,46.3993,93.2589,54.1801,126.503
2019-06-17,46.6762,94.0749,54.5587,126.885
2019-06-18,47.7739,94.8401,55.1248,129.0913
2019-06-19,47.6343,95.2102,55.0884,129.5975
2019-06-20,48.0171,95.6791,55.5218,130.8009
2019-06-21,47.8534,95.3354,56.1288,130.82
2019-06-24,47.8052,95.4651,55.6964,131.5937
2019-06-25,47.0806,93.6879,54.244,127.439
2019-06-26,48.0989,94.6635,53.8819,127.9165
2019-06-27,48.0845,94.9852,53.6978,128.1267
2019-06-28,47.6463,94.454,54.0056,127.9452
2019-07-01,48.5202,95.8786,54.8634,129.588
2019-07-02,48.8043,96.4831,55.4919,130.4476
2019-07-03,49.2087,96.7171,56.0101,131.288
2019-07-05,49.1654,96.9121,56.4924,130.906
2019-07-08,48.1519,97.3815,55.7008,130.8105
2019-07-09,48.4456,99.1761,56.0749,130.3329
2019-07-10,48.9246,100.6281,56.9039,131.6605
2019-07-11,48.5684,99.8131,57.062,132.1858
2019-07-12,48.9415,100.3084,57.1248,132.6634
2019-07-15,49.4013,100.8067,57.3827,132.6634
2019-07-16,49.2304,100.2535,57.5298,130.9251
2019-07-17,48.9535,99.3622,57.1946,130.1515
2019-07-18,49.5096,98.6574,57.2196,130.2947
2019-07-19,48.7706,97.99,56.437,130.4858
2019-07-22,49.8852,99.043,56.8191,132.2145
2019-07-23,50.2752,99.4849,57.26,133.0359
2019-07-24,50.2342,99.8001,56.845,134.4017
2019-07-25,49.837,98.4539,56.656,133.8955
2019-07-26,50.0104,96.9191,62.1064,134.9938
2019-07-29,50.4774,95.3927,61.9378,134.6977
2019-07-30,50.2607,94.6984,61.2475,134.0483
2019-07-31,51.2863,93.1147,60.7588,130.1515
2019-08-01,50.1765,92.5431,60.4386,131.8611
2019-08-02,49.1148,90.943,59.6675,130.7532
2019-08-05,46.5438,88.0444,57.5941,126.2738
2019-08-06,47.4249,89.1767,58.4086,128.6424
2019-08-07,47.916,89.4546,58.6495,129.2059
2019-08-08,48.9728,91.4243,60.1597,132.6538
2019-08-09,48.5708,90.1618,59.2974,131.5268
2019-08-12,48.4475,89.0316,58.5792,129.693
2019-08-13,50.4992,90.9978,59.6879,132.3769
2019-08-14,48.9961,87.9362,58.068,127.9643
2019-08-15,48.752,88.5926,58.3208,127.6778
2019-08-16,49.9023,89.4132,58.8141,130.0178
2019-08-19,50.8327,90.5878,59.873,132.1954
2019-08-20,50.8351,89.8526,59.0296,131.097
2019-08-21,51.3861,90.9579,59.4311,132.5583
2019-08-22,51.3426,90.0631,59.4281,131.5937
2019-08-23,48.9695,87.2708,57.5358,127.4008
2019-08-26,49.8999,88.231,58.4136,129.3683
2019-08-27,49.3368,87.8798,58.3956,129.6453
2019-08-28,49.6679,88.0006,58.5418,129.4734
2019-08-29,50.5089,89.1054,59.5637,131.9184
2019-08-30,50.4436,88.6011,59.3787,131.6701
2019-09-03,49.709,89.277,58.3323,129.9318
2019-09-04,50.5524,89.8147,58.9667,131.4504
2019-09-05,51.5407,91.8149,60.459,133.7618
2019-09-06,51.5359,91.4552,60.1662,132.8544
2019-09-09,51.7558,91.3475,60.1139,131.3453
2019-09-10,52.3672,90.8088,60.1353,129.97
2019-09-11,54.0322,90.9305,60.8485,130.0082
2019-09-12,53.9102,91.956,61.5952,131.3453
2019-09-13,52.8626,91.746,61.8475,131.1543
2019-09-16,53.1405,90.1748,61.4286,130.2088
2019-09-17,53.3338,90.9085,61.3413,131.2212
2019-09-18,53.8341,90.6547,61.4795,132.3004
2019-09-19,53.3967,90.8562,61.7837,134.736
2019-09-20,52.6161,89.4925,61.3393,133.1791
2019-09-23,52.8554,89.0505,61.5812,132.8926
2019-09-24,52.604,86.8713,60.7652,131.2116
2019-09-25,53.4136,88.2041,62.1423,133.1027
2019-09-26,53.1381,86.783,61.9603,133.2747
2019-09-27,52.8795,86.0652,61.1453,131.5459
2019-09-30,54.1241,86.587,60.9054,132.7875
2019-10-01,54.2739,86.574,60.1503,130.9156
2019-10-02,52.9134,85.4557,58.7498,128.6042
2019-10-03,53.3628,86.0138,59.3238,130.161
2019-10-04,54.8587,86.7735,60.3977,131.9184
2019-10-07,54.8708,86.4248,60.2625,130.9633
2019-10-08,54.228,85.0706,59.3587,129.5784
2019-10-09,54.8635,85.8926,59.9707,132.033
2019-10-10,55.603,85.8063,60.3233,132.8544
2019-10-11,57.0819,86.3879,60.6346,133.4084
2019-10-14,56.9998,86.6129,60.7373,133.2842
2019-10-15,56.8669,88.1567,61.9578,135.2183
2019-10-16,56.6373,88.658,61.9957,134.1056
2019-10-17,56.8572,89.1593,62.4845,133.4179
2019-10-18,57.1303,87.6644,62.066,131.2403
2019-10-21,58.1211,89.0685,62.0595,132.2145
2019-10-22,57.9882,88.0744,61.9059,130.247
2019-10-23,58.7663,87.8968,62.7254,131.0779
2019-10-24,58.863,88.8251,62.7992,133.6567
2019-10-25,59.5879,87.8549,63.058,134.4112
2019-10-28,60.1848,88.6405,64.289,137.7159
2019-10-29,58.7929,87.9237,62.8765,136.4169
2019-10-30,58.7856,88.7857,62.8785,138.117
2019-10-31,60.1147,88.6196,62.7837,136.9327
2019-11-01,61.8209,89.3568,63.4545,137.267
2019-11-04,62.2268,90.0162,64.3204,138.0597
2019-11-05,62.1374,89.8691,64.4117,137.9737
2019-11-06,62.164,89.5728,64.3902,137.5917
2019-11-07,62.8793,89.1952,65.1847,137.7827
2019-11-08,63.0514,89.0795,65.2875,139.4064
2019-11-11,63.5507,88.3697,64.7528,139.5497
2019-11-12,63.4925,88.6864,64.6994,140.4666
2019-11-13,64.1009,87.4449,64.6481,140.6958
2019-11-14,63.6573,87.5192,65.295,141.4121
2019-11-15,64.4135,86.7655,66.5114,143.2363
2019-11-18,64.7383,87.416,65.8281,143.5897
2019-11-19,64.542,87.4289,65.4665,143.6375
2019-11-20,63.7906,87.0668,64.9314,143.3892
2019-11-21,63.5046,86.5271,64.8456,143.255
2019-11-22,63.4489,87.0763,64.5229,143.3604
2019-11-25,64.5614,88.4789,65.1199,144.9321
2019-11-26,64.0573,89.6311,65.487,145.6988
2019-11-27,64.9177,90.707,65.4436,145.9767
2019-11-29,64.7747,89.8237,65.0426,145.0759
2019-12-02,64.0257,88.866,64.283,143.3221
2019-12-03,62.8842,88.2854,64.5763,143.0921
2019-12-04,63.4392,87.823,65.7833,143.6096
2019-12-05,64.3699,86.8149,66.1833,143.6862
2019-12-06,65.6133,87.3696,66.8032,145.4305
2019-12-09,64.6947,87.2653,66.9828,145.0567
2019-12-10,65.0728,86.7516,66.9778,144.8363
2019-12-11,65.6278,87.2259,67.0456,145.3825
2019-12-12,65.7951,87.805,67.2571,146.8584
2019-12-13,66.6894,87.8355,67.1763,148.0947
2019-12-16,67.831,88.248,67.8661,149.053
2019-12-17,67.9643,89.3179,67.5763,148.248
2019-12-18,67.8019,88.9872,67.4277,147.9413
2019-12-19,67.8698,89.3987,67.6536,149.2255
2019-12-20,67.7292,89.1104,67.3932,150.8547
2019-12-23,68.8345,89.4346,67.3638,150.8547
2019-12-24,68.8999,89.2456,67.0546,150.826
2019-12-26,70.2669,93.214,67.9543,152.0623
2019-12-27,70.2402,93.2654,67.5638,152.3402
2019-12-30,70.6571,92.1226,66.8192,151.0273
2019-12-31,71.1734,92.17,66.8032,151.1327
2020-01-02,72.7973,94.6725,68.2641,153.9311
2020-01-03,72.0896,93.5233,67.907,152.0144
2020-01-06,72.664,94.9154,69.717,152.4073
2020-01-07,72.3222,95.1139,69.5823,151.0177
2020-01-08,73.4856,94.3712,70.0776,153.4231
2020-01-09,75.0465,94.8241,70.8132,155.3399
2020-01-10,75.2162,93.9318,71.2706,154.6211
2020-01-13,76.8231,94.3378,71.8227,156.4803
2020-01-14,75.7858,93.2474,71.3519,155.3782
2020-01-15,75.461,92.8773,71.7813,156.3845
2020-01-16,76.4063,93.6714,72.328,159.2499
2020-01-17,77.2521,93.012,73.7923,160.1412
2020-01-21,76.7286,94.3727,73.9285,159.5662
2020-01-22,77.0025,94.1463,74.0242,158.7995
2020-01-23,77.3733,94.0026,74.0502,159.777
2020-01-24,77.1503,92.8584,73.1265,158.167
2020-01-27,74.8817,91.1974,71.4087,155.5219
2020-01-28,77.0001,92.4399,72.3449,158.5695
2020-01-29,78.6119,92.6768,72.6541,161.0421
2020-01-30,78.4979,93.3093,72.532,165.5847
2020-01-31,75.0174,100.1947,71.4611,163.1409
2020-02-03,74.8114,99.9692,73.9459,167.118
2020-02-04,77.2812,102.2373,72.091,172.619
2020-02-05,77.9114,101.7484,72.123,172.4082
2020-02-06,78.8227,102.2652,73.6153,175.9828
2020-02-07,77.7539,103.7142,73.7719,176.232
2020-02-10,78.1232,106.4391,75.2457,180.8417
2020-02-11,77.6518,107.2816,75.3155,176.7591
2020-02-12,79.4959,107.7405,75.743,177.0179
2020-02-13,78.9298,107.2352,75.4816,176.0595
2020-02-14,78.9492,106.487,75.7479,177.6312
2020-02-18,77.5036,107.5245,75.7834,179.4329
2020-02-19,78.6261,108.2503,76.0542,179.9696
2020-02-20,77.8195,107.3963,75.6612,177.2212
2020-02-21,76.058,104.5467,73.9888,171.6188
2020-02-24,72.4452,100.2231,70.8167,164.2194
2020-02-25,69.9913,98.4,69.1439,161.5094
2020-02-26,71.1017,98.7417,69.3509,163.5275
2020-02-27,66.4539,93.9886,65.5842,152.0055
2020-02-28,66.415,93.9612,66.7962,155.686
2020-03-02,72.5983,97.4628,69.1439,166.0452
2020-03-03,70.2926,95.2202,66.7199,158.0884
2020-03-04,73.5531,98.5541,68.9085,163.8926
2020-03-05,71.1673,95.9704,65.5748,159.7797
2020-03-06,70.2222,94.8261,64.6261,155.2632
2020-03-09,64.6681,89.8142,60.6386,144.7406
2020-03-10,69.3256,94.3637,63.6002,154.6385
2020-03-11,66.9179,90.8243,60.3947,147.6331
2020-03-12,60.3095,83.6291,55.4395,133.6318
2020-03-13,67.535,89.0356,60.5627,152.6301
2020-03-16,58.8469,84.2546,53.5168,130.1339
2020-03-17,61.4344,90.1748,55.7642,140.8487
2020-03-18,59.9305,91.2802,54.424,134.9195
2020-03-19,59.4713,93.8205,55.4455,137.1394
2020-03-20,55.6957,92.0827,53.2779,131.9886
2020-03-23,54.5125,94.9129,52.5756,130.6721
2020-03-24,59.9815,96.7719,56.3602,142.5496
2020-03-25,59.6511,94.0654,54.9442,141.185
2020-03-26,62.7901,97.5396,58.0016,150.0163
2020-03-27,60.1904,94.7767,55.3752,143.8565
2020-03-30,61.9081,97.9616,57.1732,153.9755
2020-03-31,61.7818,97.2518,57.9532,151.5538
2020-04-01,58.531,95.1558,54.9682,146.1724
2020-04-02,59.5077,95.711,55.7128,149.1995
2020-04-03,58.6525,95.1005,54.4993,147.8253
2020-04-06,63.7692,99.6395,59.0126,158.8187
2020-04-07,63.0306,100.3383,58.9812,157.1082
2020-04-08,64.6438,101.9046,60.2001,158.6842
2020-04-09,65.1103,101.8926,60.1787,158.6938
2020-04-13,66.3883,108.1829,60.3702,159.0494
2020-04-14,69.7411,113.8917,63.1044,166.9197
2020-04-15,69.1046,115.1068,62.7089,165.1707
2020-04-16,69.6536,120.1202,62.7154,170.1293
2020-04-17,68.7085,118.4647,63.7912,171.6284
2020-04-20,67.2824,119.3929,62.9009,168.2266
2020-04-21,65.2026,116.1263,60.4575,161.2692
2020-04-22,67.0807,117.8906,62.7643,166.7467
2020-04-23,66.8207,119.6842,63.4007,164.7287
2020-04-24,68.7498,120.2214,63.6715,167.7365
2020-04-27,68.7984,118.5146,63.3852,167.256
2020-04-28,67.6832,115.426,61.4765,163.1815
2020-04-29,69.9063,118.3505,66.9424,170.5041
2020-04-30,71.3811,123.4028,67.1678,172.2146
2020-05-01,70.2319,114.0274,65.7025,167.7557
2020-05-04,71.2256,115.5213,65.9808,171.859
2020-05-05,72.2946,115.6116,67.2835,173.7041
2020-05-06,73.0405,117.2805,67.1045,175.4146
2020-05-07,73.7961,118.0961,68.294,176.4332
2020-05-08,75.5478,118.6946,69.0451,177.4711
2020-05-11,76.7366,120.1606,70.0052,179.4507
2020-05-12,75.8596,117.5643,68.5883,175.3858
2020-05-13,74.9437,118.1115,67.2491,172.7335
2020-05-14,75.4041,119.1555,67.6745,173.4831
2020-05-15,74.9583,120.1995,68.4825,176.0104
2020-05-18,76.7244,121.0215,69.087,177.6921
2020-05-19,76.281,122.1723,68.5494,176.4621
2020-05-20,77.7646,124.5969,70.283,178.9029
2020-05-21,77.1848,122.0431,70.1628,176.7541
2020-05-22,77.6817,121.5512,70.4865,176.8312
2020-05-26,77.1556,120.8021,70.892,174.9618
2020-05-27,77.4917,120.2299,70.8377,175.193
2020-05-28,77.5258,119.7665,70.7359,174.798
2020-05-29,77.4503,121.8251,71.498,176.5806
2020-06-01,78.4028,123.2551,71.5654,176.1759
2020-06-02,78.7658,123.3235,71.9364,178.1802
2020-06-03,79.1994,123.6223,71.7838,178.6138
2020-06-04,78.5173,122.7344,70.5394,176.2626
2020-06-05,80.7535,123.8517,71.8222,180.3869
2020-06-08,81.231,125.8998,72.2222,181.5047
2020-06-09,83.7961,129.7305,72.4237,182.8922
2020-06-10,85.952,132.0544,73.0532,189.676
2020-06-11,81.8254,127.5907,69.921,179.4907
2020-06-12,82.5318,126.9453,70.4706,180.9072
2020-06-15,83.5525,128.3249,70.8606,182.0635
2020-06-16,85.7668,130.4493,72.1439,186.525
2020-06-17,85.6475,131.7317,72.4467,187.1707
2020-06-18,85.6816,132.3802,71.528,189.175
2020-06-19,85.1919,133.4291,71.0551,188.0475
2020-06-22,87.4209,135.365,72.3529,193.2703
2020-06-23,89.2869,137.8884,73.0172,194.5615
2020-06-24,87.7108,136.3915,71.4571,190.6396
2020-06-25,88.8752,137.3981,71.8761,193.0486
2020-06-26,86.1444,134.32,67.9578,189.1846
2020-06-29,88.1298,133.697,69.685,191.2178
2020-06-30,88.8654,137.6096,70.7264,196.1033
2020-07-01,88.6974,143.5892,71.921,197.25
2020-07-02,88.6974,144.1678,73.314,198.7532
2020-07-06,91.07,152.4847,74.7963,203.0316
2020-07-07,90.7874,149.6456,74.311,200.6708
2020-07-08,92.9019,153.6854,74.9933,205.0841
2020-07-09,93.2332,158.7492,75.7445,206.5198
2020-07-10,93.4646,159.6156,76.7594,205.8935
2020-07-13,93.0334,154.8271,75.4238,199.5337
2020-07-14,94.573,153.8295,75.8542,200.7671
2020-07-15,95.2234,150.082,75.6557,200.4684
2020-07-16,94.0517,149.6346,75.5579,196.4983
2020-07-17,93.8617,147.7427,75.6542,195.4962
2020-07-20,95.8397,159.4579,77.9978,203.8988
2020-07-21,94.517,156.5375,77.6028,201.1526
2020-07-22,94.7825,154.6231,78.0482,204.0434
2020-07-23,90.4683,148.9687,75.6492,195.1686
2020-07-24,90.2442,150.084,75.2233,193.9737
2020-07-27,92.383,152.3935,76.2816,196.4309
2020-07-28,90.8654,149.6561,74.9958,194.6675
2020-07-29,92.6071,151.3121,75.9864,196.6333
2020-07-30,93.7277,152.2274,76.7275,196.4791
2020-07-31,103.5399,157.8538,74.2128,197.5487
2020-08-03,106.1489,155.2207,73.9539,208.659
2020-08-04,106.8578,156.5644,73.4821,205.5273
2020-08-05,107.2451,159.8665,73.7709,205.1901
2020-08-06,110.9868,160.8626,75.0607,208.476
2020-08-07,108.468,157.9925,74.7325,204.7468
2020-08-10,110.0445,157.0298,74.6552,200.6708
2020-08-11,106.7718,153.6634,73.8432,195.978
2020-08-12,110.3203,157.7321,75.1749,201.5765
2020-08-13,112.2727,157.6713,75.6442,201.1044
2020-08-14,112.1726,157.0228,75.0447,201.2971
2020-08-17,111.8798,158.7382,75.6238,202.6269
2020-08-18,112.812,165.2266,77.5958,203.7928
2020-08-19,112.9536,162.6323,77.0387,202.5594
2020-08-20,115.46,164.4724,78.6168,207.2733
2020-08-21,121.4099,163.8414,78.5829,205.7664
2020-08-24,122.862,164.9757,79.0607,206.4136
2020-08-25,121.8541,166.9225,80.0931,209.0989
2020-08-26,123.5112,171.679,82.0024,213.6195
2020-08-27,122.0347,169.5915,81.2238,218.8646
2020-08-28,121.837,169.6813,81.768,221.1153
2020-08-31,125.9688,172.1334,81.2742,217.8504
2020-09-01,130.9864,174.5356,82.5485,219.5311
2020-09-02,128.2726,176.1483,85.6563,223.762
2020-09-03,118.003,167.9954,81.2732,209.9006
2020-09-04,118.0811,164.3352,78.8642,206.9545
2020-09-08,110.1348,157.1136,75.9908,195.7591
2020-09-09,114.5277,163.0378,77.1694,204.0953
2020-09-10,110.7889,158.3741,76.113,198.3769
2020-09-11,109.3343,155.4366,75.5998,197.0825
2020-09-14,112.6095,154.7757,75.2542,198.4155
2020-09-15,112.7901,157.4273,76.5654,201.6708
2020-09-16,109.4612,153.5352,75.4168,198.0678
2020-09-17,107.7138,150.075,74.1674,196.0006
2020-09-18,104.2971,147.3905,72.3743,193.5664
2020-09-21,107.46,147.6678,71.3294,195.6432
2020-09-22,109.1489,156.0736,72.8098,200.3571
2020-09-23,104.5705,149.6326,70.2945,193.7596
2020-09-24,105.6443,150.6267,70.9663,196.2711
2020-09-25,109.6077,154.3847,71.7743,200.7434
2020-09-28,112.2239,158.3212,72.7519,202.3083
2020-09-29,111.3746,156.8662,73.119,200.2025
2020-09-30,113.0537,157.0582,73.098,203.168
2020-10-01,114.0103,160.676,74.2103,205.2254
2020-10-02,110.3301,155.8746,72.5993,199.1689
2020-10-05,113.7272,159.5757,73.9574,203.2163
2020-10-06,110.4667,154.6256,72.3709,198.8985
2020-10-07,112.341,159.4006,72.7758,202.685
2020-10-08,112.2337,159.1442,73.9873,203.4095
2020-10-09,114.186,163.9377,75.335,208.4614
2020-10-12,121.4392,171.7329,78.0353,213.861
2020-10-13,118.2178,171.7678,78.1589,215.2713
2020-10-14,118.3056,167.7814,77.9779,213.3394
2020-10-15,117.837,166.5314,77.5804,212.1803
2020-10-16,116.1873,163.2423,78.1904,212.1803
2020-10-19,113.2196,159.9752,76.3076,206.9255
2020-10-20,114.7132,160.464,77.3614,207.3409
2020-10-21,114.0884,158.8644,79.1026,207.4858
2020-10-22,112.9951,158.4384,80.1335,207.5727
2020-10-23,112.302,159.835,81.4463,208.8671
2020-10-26,112.3117,159.9667,79.0178,202.9265
2020-10-27,113.8249,163.9217,79.7455,205.9885
2020-10-28,108.5534,157.759,75.3524,195.7785
2020-10-29,112.5753,160.1647,77.6507,197.749
2020-10-30,106.2691,151.4428,80.6049,195.5756
2020-11-02,106.1812,149.8631,81.0143,195.4404
2020-11-03,107.8115,152.0543,82.0787,199.4008
2020-11-04,112.2141,161.6686,87.0757,209.0216
2020-11-05,116.197,165.7009,87.9062,215.6867
2020-11-06,116.0652,165.1707,87.768,216.102
2020-11-09,113.7476,156.8093,87.8523,210.9535
2020-11-10,113.4054,151.3864,86.6703,203.8248
2020-11-11,116.8475,156.4926,87.1446,209.1762
2020-11-12,116.5737,155.1403,86.9246,208.104
2020-11-13,116.6226,156.0646,88.393,209.1375
2020-11-16,117.6396,156.1769,88.4812,209.833
2020-11-17,116.7498,156.4063,87.8643,207.1573
2020-11-18,115.4198,154.8999,86.8159,204.4334
2020-11-19,116.0163,155.4765,87.7102,205.7312
2020-11-20,114.7451,154.5977,86.6034,203.7651
2020-11-23,111.3323,154.5473,86.1635,203.4939
2020-11-24,112.6231,155.5284,87.976,207.1258
2020-11-25,113.4641,158.8709,87.9875,207.1355
2020-11-27,114.0117,159.3831,89.1291,208.4527
2020-11-30,116.4173,158.0214,87.5022,207.3292
2020-12-01,120.0061,160.6172,89.5451,209.4018
2020-12-02,120.3582,159.7916,91.0219,208.5883
2020-12-03,120.2212,158.9537,90.8658,207.4939
2020-12-04,119.5465,157.7491,90.9616,207.6101
2020-12-07,121.0133,157.5206,90.6259,207.5423
2020-12-08,121.6294,158.4828,90.3416,209.2081
2020-12-09,119.0869,154.8371,88.6723,205.1307
2020-12-10,120.5146,154.7019,88.163,203.891
2020-12-11,119.703,155.4466,88.5197,206.5447
2020-12-14,119.0869,157.4692,87.3955,207.4551
2020-12-15,125.052,157.8758,87.8354,207.3873
2020-12-16,124.9835,161.6586,87.6413,212.3752
2020-12-17,125.8539,161.4152,86.8094,212.5107
2020-12-18,123.8541,159.6979,86.0967,211.7069
2020-12-21,125.3943,159.9238,86.5127,215.5809
2020-12-22,128.9635,159.9408,85.7974,216.8884
2020-12-23,128.0639,158.8808,86.1969,214.0604
2020-12-24,129.0516,158.2534,86.4927,215.7359
2020-12-28,133.6672,163.8035,88.4778,217.8763
2020-12-29,131.8874,165.7009,87.6698,217.0918
2020-12-30,130.7629,163.8978,86.5969,214.6996
2020-12-31,129.7556,162.4552,87.4144,215.4163
